UNIXTimestamp,Location,LocationKoppenGeigerClassification,AirTemperatureCelsius,AirPressure_hPa,WindSpeed_kmh,WindDirection_deg,Humidity_percent,CloudCoverage_percent,Precipitation_mm
1672524000,Airstrip One,Af,32.695750625856064,1008.7566099590807,22.416376222992362,310.05067102244533,98.68889495502988,86.06668486508966,2.707030592463417
1672610400,Airstrip One,Af,33.02135333592101,1019.9636861054464,22.59682364556526,18.47734448602501,89.32283623420109,57.96850870260326,3.9762821311627645
1672696800,Airstrip One,Af,30.00773498344565,1006.449945142835,18.34963665659364,225.14588144576746,88.67882830135972,56.036484904079146,1.3139978427203023
1672783200,Airstrip One,Af,27.83472512223964,1026.2718891756188,17.40414140807454,297.2939659413625,98.35094309423064,85.05282928269193,6.504863011710662
1672869600,Airstrip One,Af,24.653483315938615,999.1919765347722,16.853060470878635,225.2200409819442,97.03255407425047,81.0976622227514,1.359961787598933
1672956000,Airstrip One,Af,25.608163308454237,999.4579050458843,22.477744846170133,172.39304317892308,88.46435828641495,55.393074859244834,0.9099444696142364
1673042400,Airstrip One,Af,25.650412599888767,1005.720630178594,24.572502574209,85.71153401746577,94.23410397933985,72.70231193801956,2.139200559586471
1673128800,Airstrip One,Af,31.11532406858747,1005.4391609237342,18.17813338507462,184.4006375999082,95.92831776093819,77.78495328281454,3.786618222875351
1673215200,Airstrip One,Af,32.600962311045926,1009.7837029675273,11.187995368914379,285.8650527493376,89.94003769065618,59.82011307196855,3.1560448033838058
1673301600,Airstrip One,Af,32.45714305859944,1024.6777327919247,21.966909206150632,265.12590428836126,90.43580871910623,61.307426157318694,5.225153340561465
1673388000,Airstrip One,Af,32.89205431343724,1012.1389235701936,6.749704330888566,192.49327270594202,89.14890966327957,57.44672898983869,2.1444769735536457
1673474400,Airstrip One,Af,30.91291364801609,1018.1868769629212,9.381770407664716,344.0893876705474,92.63093725681071,67.89281177043213,2.8668647196132233
1673560800,Airstrip One,Af,29.367610410201948,1012.1387187598374,9.890177674324875,345.17722348845825,98.35287405053802,85.05862215161407,8.08751982966457
1673647200,Airstrip One,Af,30.864131637355975,1019.0452144648435,12.731502196486224,332.5421370642651,101.62621953096121,94.87865859288361,6.735849242043785
1673733600,Airstrip One,Af,27.220625771456337,1009.2489701934347,14.161184681870187,138.1005952508196,92.24587896490668,66.73763689472004,6.037471938614794
1673820000,Airstrip One,Af,24.791107581977734,1026.8526991461433,5.593491419020977,107.00144421037547,92.79530368561608,68.38591105684822,3.458278992451724
1673906400,Airstrip One,Af,26.1853429073358,1010.030463724093,12.297849938886927,106.20946304299994,96.78773236898695,80.36319710696085,6.964116826070913
1673992800,Airstrip One,Af,28.279297473499874,998.9200843799211,22.35685196013928,216.80849931009007,97.05032404873312,81.15097214619934,2.1434980472635625
1674079200,Airstrip One,Af,27.413781719777393,1004.4821236978673,12.540599312262486,84.26091409515945,102.7480299403494,98.2440898210482,5.53124669558578
1674165600,Airstrip One,Af,30.74014255721439,999.4886880720785,9.5384827392604,116.2469800850386,101.30828133249788,93.92484399749365,6.3687968418791
1674252000,Airstrip One,Af,30.100919447350897,1022.243142251504,6.606770729164451,199.95817067534279,94.40925065518768,73.22775196556303,0.9970938814198386
1674338400,Airstrip One,Af,28.20932480685904,1027.0183845587899,9.583446935711601,61.66185167062098,93.39339031999525,70.18017095998573,5.963296161114559
1674424800,Airstrip One,Af,32.29137587243324,1010.9938987059771,9.4654254736611,19.05396851817702,87.11215539520407,51.33646618561223,3.0460786244077926
1674511200,Airstrip One,Af,28.75910558522805,1006.1886637360924,21.72388860086373,262.69900806515034,101.09917951703405,93.29753855110215,5.1743620405696324
1674597600,Airstrip One,Af,29.75912694972707,1024.1041159132105,16.738602763379046,163.21025165311593,95.45856022397153,76.37568067191461,2.1714173145621585
1674684000,Airstrip One,Af,25.554488647554642,1011.1434858414549,16.22622068838149,162.80621764319505,98.77163985408276,86.31491956224828,6.164360072366535
1674770400,Airstrip One,Af,31.322356373680165,1000.7976870363012,8.543969930457108,210.7842360854348,90.51586049560727,61.54758148682183,0.2628861095864238
1674856800,Airstrip One,Af,31.411754833594212,1015.4637367870915,16.180153811087266,359.0191992525182,89.58440830723636,58.75322492170908,3.926117313365066
1674943200,Airstrip One,Af,29.88771345766792,1006.8733174727329,24.004168548793054,24.818089793389603,102.68020222185265,98.04060666555793,6.89621837418061
1675029600,Airstrip One,Af,26.274718220407284,1001.699455757647,22.757499153274907,9.118420122336222,88.14699588426879,54.44098765280635,3.1288033258173287
1675116000,Airstrip One,Af,29.647970237654462,999.6320948392464,13.497117207679247,62.97224304980064,96.78951466259569,80.36854398778706,3.8141778266785455
1675202400,Airstrip One,Af,35.22982934587748,1028.0620508520715,10.760426476800278,349.33559508700074,90.25863344183003,60.77590032549007,1.556173371904868
1675288800,Airstrip One,Af,28.933197555094036,1027.0876222045179,15.775247280044093,43.40270301089442,86.70736839081172,50.12210517243517,0.8315558667596086
1675375200,Airstrip One,Af,32.213625749876165,1020.837052901534,7.597808936744352,253.9142236570395,98.74452132941617,86.23356398824853,1.2916850097941797
1675461600,Airstrip One,Af,32.31766237535887,1017.0415711726644,15.941556417189187,270.4592954508374,87.24927366435185,51.74782099305554,3.9217292347820965
1675548000,Airstrip One,Af,33.36765127781923,1015.1906473598924,5.6356810589794115,65.65027574555853,90.56722103409483,61.70166310228448,0.5651276082915521
1675634400,Airstrip One,Af,34.59982066027381,1017.0197507178475,14.167131936554725,217.74998426515296,103.16333811009369,99.49001433028107,3.5270973686447364
1675720800,Airstrip One,Af,35.61473327986998,1007.3766441220666,5.2084178884159265,225.70634560192028,96.19245224084352,78.57735672253058,6.234534541106945
1675807200,Airstrip One,Af,30.377070616710622,1006.4192843902224,8.087203791807402,332.68292556855164,91.39360014159583,64.18080042478749,1.0158502492620356
1675893600,Airstrip One,Af,30.739932692715087,1017.0023065471821,16.434041115349146,201.14069467397812,102.73020235607527,98.19060706822582,0.39795491139670064
1675980000,Airstrip One,Af,31.099269683078866,1003.0733829518844,10.911212827774612,62.02293658268849,88.58325750737282,55.74977252211845,5.25800371320619
1676066400,Airstrip One,Af,29.420448507815777,1027.9244436209706,8.85062181188442,311.0813501085434,101.72226375294694,95.16679125884085,3.2126705166261345
1676152800,Airstrip One,Af,28.04465873425114,1012.2812372503108,12.9916331569883,147.85285505416974,98.86864360682134,86.60593082046401,4.93343181316136
1676239200,Airstrip One,Af,36.05093756362018,998.7809224297831,11.424825637053559,141.3373956818649,95.04813821841589,75.14441465524764,0.23096688335360646
1676325600,Airstrip One,Af,36.38355491080369,999.8095328477008,7.412668009385454,99.47046548645403,88.70320651983035,56.10961955949102,1.7256142797788325
1676412000,Airstrip One,Af,31.000444164154047,1002.209848739031,14.94769500663139,280.1003046294677,89.8760222155752,59.62806664672562,5.044993728466113
1676498400,Airstrip One,Af,27.937539296299793,1019.6245822124464,15.63589687803905,102.98149521496114,89.24243860888156,57.727315826644656,3.467979880212647
1676584800,Airstrip One,Af,29.90020951934542,1016.2238603651653,22.299900035719148,276.25332795812,100.64378899025758,91.93136697077273,2.8969164167073096
1676671200,Airstrip One,Af,32.92692815310473,1016.7006503450315,23.669458700746024,114.05380518793866,89.02459546619941,57.07378639859824,5.15011848329514
1676757600,Airstrip One,Af,29.58084331883403,1016.8025075125934,19.951063900300156,329.8357644253449,96.54832783332759,79.64498349998277,3.3455230934535414
1676844000,Airstrip One,Af,29.877880049751813,1023.7602418826879,7.56731957821742,207.4666600492488,88.19361068393073,54.58083205179218,1.5495811414855674
1676930400,Airstrip One,Af,34.56203596260862,1009.1738774271763,19.776408949101025,228.3898264142116,103.27287666460398,99.81862999381198,5.508094696331621
1677016800,Airstrip One,Af,27.28243855349908,1027.4852155075605,9.973732300585162,246.3586106102013,102.8954193363883,98.68625800916487,8.356004670415977
