UNIXTimestamp,Location,LocationKoppenGeigerClassification,AirTemperatureCelsius,AirPressure_hPa,WindSpeed_kmh,WindDirection_deg,Humidity_percent,CloudCoverage_percent,Precipitation_mm,Cost per square meter ($/m²)
1672524000,Airstrip One,Af,25.220548617450472,999.4878118538533,12.323729683948352,287.56246718907084,93.44214149864888,70.32642449594664,4.281307055908126,10
1672610400,Airstrip One,Af,23.883347876784544,1023.0863480558871,17.009531144383388,54.75630059905789,91.64157806250253,64.9247341875076,1.8151935148909977,10
1672696800,Airstrip One,Af,24.006693523424122,1022.030454925748,18.233869211754122,342.27818516519517,93.87858415503912,71.63575246511735,6.4911517466138795,10
1672783200,Airstrip One,Af,32.24436899600842,1000.8982760319572,16.468476214077675,298.38458375513494,91.65253088588854,64.95759265766561,0.5145367258723367,10
1672869600,Airstrip One,Af,24.588918428931336,1023.9661955428005,14.002505411232066,244.65368591884237,100.81942740032325,92.45828220096976,6.435430183535879,10
1672956000,Airstrip One,Af,24.949454229703168,1020.5942923708749,13.940812485925528,177.91664086516667,98.1786443693205,84.53593310796148,0.38910750917025416,10
1673042400,Airstrip One,Af,28.954638328437607,1026.4488090337238,13.670378132166972,137.84440967396415,98.77760133493572,86.33280400480716,3.3922735408412508,10
1673128800,Airstrip One,Af,29.735899292388623,1017.6973031304649,24.964983550844508,222.4372832154869,98.3474014073686,85.0422042221058,4.744986672293998,10
1673215200,Airstrip One,Af,25.45711803542582,1025.140580877634,9.000264944738205,49.666222985001774,89.28360260878421,57.8508078263526,5.176044834055801,10
1673301600,Airstrip One,Af,23.82369286336835,1004.8546244489619,23.736250858549,308.1563909983612,90.10294300187641,60.308829005629235,5.735282176344324,10
1673388000,Airstrip One,Af,27.682001382734278,1009.2169525178485,19.79643783279389,196.03764330173453,92.5367153565459,67.61014606963768,4.30559778614696,10
1673474400,Airstrip One,Af,26.96607820068742,1022.8315247511958,23.18466669088717,18.867975998493165,100.64965521786233,91.94896565358698,3.1798656444641624,10
1673560800,Airstrip One,Af,32.323824360263146,1026.5366122573987,5.020241234090133,90.92075575282847,99.1126651653939,87.33799549618173,1.8276607939086127,10
1673647200,Airstrip One,Af,25.740236966012255,1025.1260899305587,23.771492654253784,14.042590395172176,99.66627676234332,88.99883028702993,3.171466931964789,10
1673733600,Airstrip One,Af,27.718971301365784,1026.9562809587314,6.793044303628304,321.0772310661568,97.20372433442611,81.61117300327834,7.629306709066652,10
1673820000,Airstrip One,Af,30.163460099012173,1019.6356659039033,5.882625490866973,25.49239070828826,88.93840401527768,56.81521204583306,4.332468153977613,10
1673906400,Airstrip One,Af,28.53018650579957,1019.9991741512076,17.994967158104522,286.7073986909245,100.92277911939871,92.76833735819615,0.20584334263989704,10
1673992800,Airstrip One,Af,25.78149490918153,998.9208161264089,7.2156217009096935,283.8265557637488,95.46059387388287,76.38178162164863,1.1105539811816916,10
1674079200,Airstrip One,Af,29.621882295837622,1009.7906177740397,13.201584718338708,282.16433171902867,93.3916214581617,70.17486437448508,6.429430489970421,10
1674165600,Airstrip One,Af,33.02204277277597,1011.7605846019977,23.981388052999804,80.13662002685211,98.08382504524108,84.25147513572327,6.588933903407016,10
1674252000,Airstrip One,Af,26.618596463190627,1012.9708424007331,16.0467987319974,240.8843670030407,87.79213696269944,53.37641088809835,0.704254698951722,10
1674338400,Airstrip One,Af,25.286458129551598,1017.0640882323527,24.583295490088364,325.08732111652324,86.91282026233958,50.73846078701875,0.7607519091546696,10
1674424800,Airstrip One,Af,32.96349720484844,1018.4737741896863,24.80475174805171,307.718314008687,94.7392549672117,74.21776490163514,4.458768494005912,10
1674511200,Airstrip One,Af,33.53855756587061,1008.6884425992878,20.923923011311317,64.15007451332643,97.95941350146738,83.87824050440213,4.511157978795739,10
1674597600,Airstrip One,Af,32.801776441279486,1014.1045832364392,20.347858019575636,306.11161059312235,90.63401030698853,61.902030920965586,1.6604934929488113,10
1674684000,Airstrip One,Af,28.434105237677148,1012.5497061133358,19.962479906378466,216.35815497199067,93.02037610372902,69.06112831118706,4.636942154408895,10
1674770400,Airstrip One,Af,34.46644779177797,1023.1705353356429,7.591824255887579,342.34716974079294,101.23457993154713,93.70373979464138,8.67693139721917,10
1674856800,Airstrip One,Af,31.010382041355676,1012.6864537431288,19.641389352846744,89.92857970352911,93.14322842857355,69.42968528572064,5.272690564121324,10
1674943200,Airstrip One,Af,27.48608218261637,1015.0389013262853,20.309337047261792,312.20181234352424,89.49088216551557,58.47264649654672,1.3251404699759752,10
1675029600,Airstrip One,Af,32.9242186704845,1019.1510992821087,12.54286450263259,278.86712617556503,94.57352465529272,73.72057396587815,2.805051840025407,10
1675116000,Airstrip One,Af,33.127989084155224,1016.4764008740791,8.169067695111348,315.677552804728,89.39321322129942,58.17963966389827,0.1636265080396988,10
1675202400,Airstrip One,Af,34.30174225466689,1027.0359174312089,24.1590838159124,337.49624174521614,94.90528623879821,74.71585871639465,0.5453847127390629,10
1675288800,Airstrip One,Af,31.532027335820686,1015.8238713213061,10.54095397972377,138.22381602861716,90.03715365775598,60.11146097326793,1.2155884027068316,10
1675375200,Airstrip One,Af,32.453160707912886,999.8968568918658,12.16724397281046,19.83612494221427,90.10416400155131,60.312492004653954,2.0556426271621664,10
1675461600,Airstrip One,Af,27.402042588403255,1000.952467831301,5.965908018279979,122.14374165568042,92.17644004099647,66.52932012298942,5.743868342391103,10
1675548000,Airstrip One,Af,27.612041183543177,1021.2312333707451,14.175421467992269,99.8868686181543,91.71678217196761,65.15034651590284,2.1592814481593443,10
1675634400,Airstrip One,Af,26.91339862755675,1011.620682007342,9.093081039108473,163.41004999672376,91.04761683054477,63.14285049163432,2.3521768671012344,10
1675720800,Airstrip One,Af,33.20738304967594,1020.8115132311905,14.267950712816365,178.43151973759592,95.9453433078089,77.83602992342671,5.611723391246634,10
1675807200,Airstrip One,Af,28.64980269942503,1008.475550132778,8.37654470478988,20.309298667461558,95.32651431644832,75.97954294934497,2.9336247909719333,10
1675893600,Airstrip One,Af,28.146986911150474,1003.3813624687035,7.358974638543055,310.8847912569507,93.33528807576364,70.00586422729091,1.955620475863236,10
1675980000,Airstrip One,Af,27.06345411135822,1019.0017946383709,15.013264444477098,269.24095969218905,102.96825358149076,98.9047607444723,4.412873362820487,10
1676066400,Airstrip One,Af,30.20171446459932,1014.3531994754906,16.418898170167942,294.8424449132005,102.6625724397637,97.9877173192911,6.148412657824407,10
1676152800,Airstrip One,Af,27.44709019951171,1013.2812865850124,9.843265896839121,160.15566169549186,89.44268300805808,58.32804902417423,2.4599079990025845,10
1676239200,Airstrip One,Af,32.59660682812127,1023.0481525883646,11.39614854695505,233.32518819849105,93.49447766795112,70.48343300385336,1.117397880672337,10
1676325600,Airstrip One,Af,30.882252310331737,1015.8807233103538,11.369372264788831,350.06312280581176,93.43371127907206,70.30113383721618,2.2116309146326065,10
1676412000,Airstrip One,Af,27.489756973701724,1024.337872286888,19.3739290751627,305.34998315889044,93.07986505139378,69.23959515418136,6.340534216534435,10
1676498400,Airstrip One,Af,30.328502777434274,1014.0939457508606,12.43027635442223,333.1533700870942,100.45830199437674,91.37490598313022,6.3779525018702135,10
1676584800,Airstrip One,Af,33.22655334313592,1000.7109236878259,13.21523532690951,149.72674918122334,101.2510474874317,93.75314246229512,5.46781918207673,10
